start	end	text
4110560	4116560	mean, as religious as you could be. And I was brought up definitely with the Christian faith.
4117680	4121840	But my mum, to be fair, did teach me to question things because she said that's the only way you'll
4121840	4129360	learn. And so I don't know if that extended to faith. But she often told me about, you know,
4129360	4135360	you can have, you know, faith can waver and there's nothing wrong with that, you know.
4136160	4141920	And actually, it's about how you come back to that faith and people do it in different ways. So,
4141920	4146640	you know, my mum taught me to kind of question things and to be able to ask God certain questions,
4146640	4153040	you know, and to be mindful that the answers may not reveal themselves in a deep voice talking to
4153040	4160480	you in your sleep, but to be through, you know, actions or circumstances or things that happen
4160480	4165520	where you kind of think how has that happened? And, you know, that may be the opening for some sort
4165520	4169520	of divine intervention or some sort of divine intervention may have taken place. You need to
4169520	4176960	realize something that may have seemed insurmountable. So I think, you know, that was important.
4176960	4181600	You know, my mum never rammed it down my throat. You know, I went to church as a child, but as I got
4181600	4187200	into my adolescence, you know, it wasn't something that was kind of rammed down my throat, but it was
4187200	4195200	used as an anchor to guide me in terms of having some sort of moral compass. Got it. Got it.
4196160	4203600	Wow. I mean, you've had an incredible life. You've managed to achieve some incredible things.
4203600	4209600	What would you like to achieve in the time that you've got left?
4211600	4217360	My dream would be to have my own charity, so specifically for carers. So,
4219120	4223440	I think, you know, I don't want to make this a political broadcast, but like there are,
4224400	4230320	I think the politics we have in this country has let a lot of people down in society, in many
4230320	4237040	sections of society, one of them, one particular group being carers. I think carers engage in a
4237040	4244480	very selfless act of self-dedication to another human being. And in doing so, they miss a lot of
4244480	4249520	opportunities that are available to them to become socially mobile, advance their life,
4249520	4256560	increase their life chances in terms of gainful employment, etc., etc. So, for me, my charity,
4256560	4264480	if it should happen, which I hope it does, would really be focused on providing carers with
4264480	4272080	opportunities to reintegrate in society because there is a loneliness and an isolatory aspect
4272960	4277520	to being a carer for someone and find ways to give them opportunities to reintegrate within
4277520	4282480	society through education, whether that be getting, you know, this particular charity
4282480	4290720	would give funding for people, you know, access courses, university courses, and really subsidise
4290720	4295600	a lot of their learning. So, that would kind of be the essence of my charity and then find ways to
4297440	4302480	provide opportunities for them to gain employment, whether that might be through apprenticeships,
4302480	4308160	degrees, trades, and that would be my dream really because I think carers,
4309520	4315760	I think the sacrifice they make and the years they lose, I don't think people recognise the
4315760	4320480	significance of that. And having worked in care homes and known a lot of people that have been
4320480	4325440	carers to people and taught students that have been carers to people, that's something that
4325440	4331200	hits your conscience hard because my mum took 15 years out of work to look after me, you know,
4331200	4336320	from 25 to 40. And I think if you take the best 15 years out of someone's life at that particular
4336320	4341360	age, I do think it's consequential on the life they end up having, as opposed to the life they
4341360	4346800	could have had had they not been in that position in the first place. Well, however difficult it may
4346800	4353920	be to achieve what you want to achieve, I find it hard to believe that you won't achieve what you
4353920	4360800	want to achieve, Jason, to be honest, and I'm going to be fascinated to follow your journey.
4361360	4366560	And I also think that... Do you think that you might become a bit more public-facing
4367280	4373200	in years to come? It's really funny because obviously I never... I mean, I hate socials,
4373200	4381360	I'm not on socials. Can I just say I had to track you down by emailing the press office of Durham
4381360	4387920	University because the way I became aware of you was I heard you talking on Radio 4 and I thought,
4387920	4392800	oh, this guy's got an interesting story. And what was the first thing I did? Look for you on the
4392800	4398960	socials. I'm like, what? I couldn't find you. I'm like, how am I going to track this guy down? And
4398960	4406000	I had to put a bit of work into it and then I figured, yeah, and then I found you. So, yeah,
4406000	4409440	so that... Well, that's interesting. Yeah, you don't have the socials presence, do you?
4409760	4413600	And it's really funny because I guess for most people nowadays, they make their name
4413600	4421600	through that, but none of this has been by design. I really just tried my best at anything that I did.
4422240	4427200	And obviously the research and the charity stuff is the stuff that I'm known for.
4427920	4432560	But by default, I've ended up in that public-facing situation, but I guess more and more,
4432560	4436160	I'll be asked to... Over the last two or three years, I've been asked to do a lot of stuff
4437680	4447920	and do pieces for BBC, Sky, CNN, stuff like that. So, yeah, I mean, that's never the design. I think
4447920	4454080	that the mantra is always to try and... Whatever platform you have, try and influence people in a
4454080	4462160	positive way, remain humble and learn from the best and learn how not to be, learn how to be
4462160	4470400	and always try and remember how different things could be. In 2013, I was cleaning toilets
4470400	4476480	as a weekend job at Tukunim Stadium. So anytime I'm sat here doing things as amazing as this and
4476480	4482160	being in such amazing company with yourself and Mike, all I'm thinking is, it's just madness.
4484080	4488880	Not that long ago, I was cleaning toilets at Tukunim Stadium. And that's what stays in my mind.
4488880	4494080	So as long as that stays in my mind, I think I'm all right. Because yeah, it'd be nice. I think being
4494080	4499120	in public facing is a useless thing when you can't influence people in a positive way. And if I can
4500000	4505280	influence people in a positive way, and it happens organically, that's great. But what I wouldn't be
4505280	4510320	doing is forcing the issue for that to happen. Because there's a game you can play to be more
4510320	4516080	public facing. And I think, for me, that's not the reason why I ever did it. So if it organically
4516080	4522720	happens, great. But it won't be something that I'll be deliberately choreographing to happen.
4522720	4528320	Okay. Well, I get that. Well, I've got to say, thank you so much for choosing to do this,
4528320	4535120	considering that you're not of a mindset to do tons of public facing stuff. But I hope you do
4535120	4540000	do more public facing stuff in years to come. Because I think there's a lot of people who can
4540000	4549760	be inspired by your story, who can learn from it. And it can help people. So I hope you do become
4549760	4556080	a little bit more public facing, possibly in years to come. I've got one final question for you.
4556640	4542940	The height of your ambition at Attag
4560960	4569280	was to be able to spell your name was something that you said when I listened to you on Radio 4.
4569280	4573520	What advice would you give right now to your 18 year old self?
4574320	4580640	I don't know. I guess it'd be something around the lines of keep dreaming big. And I mean, look,
4580640	4584160	there's a consequence of dreaming big. I mean, there's many things it's cost me to be quite
4584160	4589680	honest. Because I think the people around me might not say I'm particularly easy for them to live
4589680	4594000	with. Not because I'm difficult, but because if I get an idea, it's like, I'm going to go with it.
4594000	4598240	But there's not a selfishness in me doing it. But there is a bloody mindedness in me doing it,
4598320	4603840	which can I guess make me difficult to be around. But yeah, it would be like,
4605600	4611200	it would be believing myself because I think self belief, you know, it's quite rocky again,
4611200	4614400	like you said, you know, he's on the beach with Adrian and he says like, you know, nothing is
4614400	4619920	real if you don't believe in who you are. And I think all that all those years I wasted just not
4619920	4626000	really believing in myself. You know, I think I could have done so much more. Even if I'd believed
4626080	4631200	in myself in two or three years before I actually did, I think that could have made a massive
4631200	4638160	difference. So I think the thing I would say to myself is to believe in myself. And and I think
4638160	4642960	the hardest thing I think when you become successful is to remain humble. And I think
4643680	4650560	that I haven't changed as a person. And because like, of the people I've had around me,
4650560	4655200	but more importantly, because you know, I have reference points, you know, that remind me that
4656080	4661360	17 years ago, things could have been so so very different, you know, so when you know that,
4661920	4668400	that's important. And I guess I, you know, I couldn't I don't want to sit and pretend like I
4668400	4672640	could have predicted all of this when I was 18. Because to be honest to you, I did want to get a
4672640	4677360	job. And I thought if I got a job in a supermarket working one day a week, and I did live in a house
4677360	4683520	with other adults that may have had particular types of special educational difficulties or needs,
4683520	4687280	that would be that'd be great. I'd still be integrating with other adults, you know,
4687280	4691360	because I thought I'd live at home for the rest of my life. So really, everything's a bonus. And I
4691360	4696720	always say if all ended tomorrow, I've had a great run. So I'm, you know, I really have,
4696720	4700320	but I've overachieved. The great thing with overachieving is that you can kind of enjoy
4700320	4708720	everything that happens as a bonus. Amazing. Jason, it's been absolutely wonderful to speak to you
4708720	4713040	today. Thank you so much for for giving me your time, man. No, Nick, honestly, it's been a blast.
4713040	4716320	And thank you so much for having me and continue the great work. It's a privilege to be with you.
4716320	4720400	So thank you. Thanks, man. That's brilliant. I hope to speak to you again before too long, Jason.
4720400	4724560	No, that's great. All the best, man, with the rest of the journey. Thank you.
